userId,movieId,tag,timestamp
2,60756,funny,1445714994
2,60756,Highly quotable,1445714996
2,60756,will ferrell,1445714992
2,89774,Boxing story,1445715207
2,89774,MMA,1445715200
2,89774,Tom Hardy,1445715205
2,106782,drugs,1445715054
2,106782,Leonardo DiCaprio,1445715051
2,106782,Martin Scorsese,1445715056
7,48516,way too long,1169687325
18,431,Al Pacino,1462138765
18,431,gangster,1462138749
18,431,mafia,1462138755
18,1221,Al Pacino,1461699306
18,1221,Mafia,1461699303
18,5995,holocaust,1455735472
18,5995,true story,1455735479
18,44665,twist ending,1456948283
18,52604,Anthony Hopkins,1457650696
18,52604,courtroom drama,1457650711
18,52604,twist ending,1457650682
18,88094,britpop,1457444500
18,88094,indie record label,1457444592
18,88094,music,1457444609
18,144210,dumpster diving,1455060381
18,144210,Sustainability,1455060452
21,1569,romantic comedy,1419805413
21,1569,wedding,1419805419
21,118985,painter,1419805477
21,119141,bloody,1419793962
49,109487,black hole,1493093306
49,109487,sci-fi,1493093332
49,109487,time-travel,1493093356
62,2,fantasy,1528843929
62,2,magic board game,1528843932
62,2,Robin Williams,1528843907
62,110,beautiful scenery,1528152541
62,110,epic,1528152532
62,110,historical,1528152523
62,110,inspirational,1528152527
62,110,Medieval,1528152528
62,110,mel gibson,1528152521
62,110,Oscar (Best Cinematography),1528152539
62,110,revenge,1528152531
62,110,sword fight,1528152535
62,410,black comedy,1525636607
62,410,Christina Ricci,1525636685
62,410,Christopher Lloyd,1525636622
62,410,dark comedy,1525636610
62,410,family,1525636708
62,410,gothic,1525636609
62,2023,Al Pacino,1525636728
62,2023,Andy Garcia,1525636768
62,2023,Classic,1525636752
62,2023,Francis Ford Coppola,1525636752
62,2023,mafia,1525636733
62,2124,black comedy,1525636847
62,2124,Christina Ricci,1525636867
62,2124,Christopher Lloyd,1525636859
62,2124,Family,1525636855
62,2124,gothic,1525636849
62,2124,quirky,1525636846
62,2953,family,1525636883
62,2953,funny,1525636885
62,2953,Macaulay Culkin,1525636890
62,2953,sequel,1525636887
62,3114,animation,1525636903
62,3114,Disney,1525636902
62,3114,funny,1525636913
62,3114,original,1525636917
62,3114,Pixar,1525636901
62,3114,sequel,1525636910
62,3114,Tom Hanks,1525636925
62,3578,ancient Rome,1528152504
62,3578,Epic,1528152469
62,3578,history,1528152467
62,3578,imdb top 250,1528152498
62,3578,revenge,1528152496
62,3578,Rome,1528152463
62,3578,Russell Crowe,1528152465
62,4223,Ed Harris,1528024869
62,4223,Jude Law,1528024854
62,4223,Rachel Weisz,1528024873
62,4223,sniper,1528024852
62,4223,World War II,1528024877
62,5388,Al Pacino,1530310809
62,5388,atmospheric,1530310959
62,5388,Hilary Swank,1530310952
62,5388,Robin Williams,1530310811
62,6058,sequel,1525555053
62,6058,violent,1525555051
62,6534,dogs,1525554096
62,6534,Eric Bana,1525554086
62,6534,mad scientist,1525554098
62,6534,marvel,1525554100
62,6541,captain nemo,1525554054
62,6541,comic book,1525554028
62,6541,gothic,1525554056
62,6541,Peta Wilson,1525554040
62,6541,Sean Connery,1525554026
62,6541,superhero,1525554051
62,6564,adventure,1525554439
62,6564,Angelina Jolie,1525554432
62,6564,heroine in tight suit,1525554441
62,7153,Adventure,1528152558
62,7153,ensemble cast,1528152578
62,7153,fantasy,1528152556
62,7153,fantasy world,1528152571
62,7153,great soundtrack,1528152575
62,7153,lord of the rings,1528152581
62,7153,scenic,1528152580
62,7153,stylized,1528152577
62,7153,Tolkien,1528152561
62,8641,hilarious,1526249138
62,8641,Steve Carell,1526249156
62,8641,Will Ferrell,1526249135
62,27660,animation,1525554490
62,27660,anime,1525554488
62,27660,cyberpunk,1525554486
62,27660,dark,1525554500
62,27660,Matrix,1525554493
62,27660,sci-fi,1525554491
62,27706,dark comedy,1526248598
62,27706,Jim Carrey,1526248575
62,27706,meryl streep,1526248580
62,27706,quirky,1526248553
62,27706,stylized,1526248601
62,27808,Adam Sandler,1525554900
62,27808,family,1525554919
62,27808,sweet,1525554922
62,27831,British gangster,1532723304
62,27831,confusing,1532723364
62,27831,daniel craig,1532723305
62,27831,Exquisite plotting.,1532723355
62,27831,organized crime,1532723369
62,27831,stylish,1532723356
62,27831,Tom Hardy,1532723359
62,31658,anime,1525869041
62,31658,fantasy world,1525869051
62,31658,Hayao Miyazaki,1525869046
62,31658,Studio Ghibli,1525869044
62,33162,David Thewlis,1525554605
62,33162,Eva Green,1525554550
62,33162,Liam Neeson,1525554577
62,33162,Orlando Bloom,1525554511
62,34150,Chris Evans,1525554141
62,34150,comic book,1525554003
62,34150,heroine in tight suit,1525554138
62,34150,Jessica Alba,1525554127
62,34150,sexy female scientist,1525554144
62,34150,superhero,1525553977
62,37729,gothic,1530310527
62,37729,helena bonham carter,1530310534
62,37729,Johnny Depp,1530310529
62,37729,Tim Burton,1530310526
62,37729,visually appealing,1530310541
62,38061,black comedy,1532723380
62,38061,clever,1532723403
62,38061,fast-paced dialogue,1532723406
62,38061,good dialogue,1532723428
62,38061,Robert Downey Jr.,1532723408
62,38061,witty,1532723402
62,45447,adventure,1525637064
62,45447,Audrey Tautou,1525637075
62,45447,conspiracy theory,1525637062
62,45447,Mystery,1525637081
62,45447,Paris,1525637079
62,45447,Tom Hanks,1525637067
62,45447,treasure hunt,1525637084
62,46723,Brad Pitt,1525554217
62,46723,cate blanchett,1525554227
62,46723,multiple storylines,1525554215
62,46723,social commentary,1525554246
62,46972,Ben Stiller,1525554254
62,46972,Robin Williams,1525554255
62,46976,emma thompson,1536874692
62,46976,Maggie Gyllenhaal,1536874655
62,46976,modern fantasy,1536874658
62,46976,romance,1536874651
62,46976,surreal,1536874662
62,46976,Will Ferrell,1536874653
62,49130,Marion Cotillard,1526582371
62,49530,Africa,1536874706
62,49530,corruption,1536874704
62,49530,Jennifer Connelly,1536874701
62,49530,justice,1536874709
62,49530,Leonardo DiCaprio,1536874698
62,53464,bad acting,1525554797
62,53464,bad jokes,1525554811
62,53464,bad plot,1525554822
62,53464,Chris Evans,1525554807
62,53464,Jessica Alba,1525554794
62,53464,Marvel,1525554792
62,53464,sexy female scientist,1525554813
62,58047,Rachel Weisz,1528909364
62,58047,Ryan Reynolds,1528909347
62,59501,fantasy,1525637507
62,59501,lion,1525637517
62,59501,narnia,1525637508
62,59501,Tilda Swinton,1525637603
62,60074,bad script,1525554116
62,60074,Charlize Theron,1525554121
62,60074,Will Smith,1525554107
62,60126,Anne Hathaway,1527004240
62,60126,Steve Carell,1527004238
62,60756,comedy,1528934384
62,60756,funny,1528934381
62,60756,will ferrell,1528934379
62,61024,comedy,1528934218
62,61024,James Franco,1528934214
62,61024,Seth Rogen,1528934216
62,61024,Stoner Movie,1528934219
62,63992,audience intelligence underestimated,1528934237
62,63992,boring,1528934241
62,63992,chick flick,1528934247
62,63992,overrated,1528934240
62,63992,Teen movie,1528934233
62,68848,Adrien Brody,1527274305
62,68848,con artists,1527274320
62,68848,funny,1527274322
62,68848,interesting characters,1527274324
62,68848,Mark Ruffalo,1527274316
62,68848,Rachel Weisz,1527274311
62,71535,Bill Murray,1529777198
62,71535,dark comedy,1529777189
62,71535,Emma Stone,1529777192
62,71535,funny,1529777194
62,71535,Jesse Eisenberg,1529777186
62,71535,Woody Harrelson,1529777129
62,87430,audience intelligence underestimated,1525555172
62,87430,CGI,1525555168
62,87430,cheesy,1525555170
62,87430,comic book,1525555164
62,87430,DC,1525555176
62,87430,DC Comics,1525555184
62,87430,Ryan Reynolds,1525555162
62,87430,space,1525555182
62,87430,superhero,1525555181
62,88405,comedy,1525554879
62,88405,funny,1525554868
62,88405,happy ending,1525554872
62,88405,HOT actress,1525554880
62,88405,Justin Timberlake,1525554873
62,88405,Mila Kunis,1525554861
62,88405,New York City,1525554866
62,88405,romance,1525554883
62,88405,sex,1525554864
62,96861,Istanbul,1529611262
62,96861,Liam Neeson,1529611250
62,96861,predictable,1529611266
62,96861,Turkey,1529611256
62,96861,unnecessary sequel,1529611269
62,99114,action,1526078792
62,99114,Christoph Waltz,1526078766
62,99114,funny,1526078778
62,99114,good soundtrack,1526078785
62,99114,Great performances,1526078768
62,99114,Humour,1526078787
62,99114,Leonardo DiCaprio,1526078762
62,99114,Quentin Tarantino,1526078760
62,99114,Samuel L. Jackson,1526078763
62,99114,Soundtrack,1526078781
62,99114,western,1526078773
62,103042,Amy Adams,1525555328
62,103042,superhero,1525555319
62,104863,daniel radcliffe,1528843968
62,104863,zoe kazan,1528843965
62,107348,comedy,1528935011
62,107348,Steve Carell,1528935000
62,107348,stupid but funny,1528935013
62,107348,will ferrell,1528935002
62,108190,anti-intellectual,1525554841
62,108190,bad writing,1525554835
62,108190,dystopia,1525554830
62,108190,new society,1525554832
62,108190,plot holes,1525554845
62,108190,predictable,1525554847
62,108190,scifi,1525554839
62,108190,unintelligent,1525554843
62,111743,Charlize Theron,1530471420
62,111743,Liam Neeson,1530471434
62,111743,Seth MacFarlane,1530471419
62,111743,witty,1530471417
62,114180,action,1525554460
62,114180,dystopia,1525554450
62,114180,plot holes,1525554454
62,114180,post-apocalyptic,1525554458
62,114180,survival,1525554456
62,114180,thriller,1525554471
62,114180,unexplained,1525554473
62,114180,weak plot,1525554463
62,115149,dark hero,1528152251
62,115149,gun-fu,1528152257
62,115149,Keanu Reeves,1528152244
62,115149,Revenge,1528152241
62,115149,secret society,1528152258
62,115149,stylish,1528152247
62,116897,black comedy,1528152849
62,116897,dark comedy,1528152859
62,116897,dark humor,1528152847
62,116897,ironic,1528152854
62,116897,multiple short stories,1528152862
62,116897,short stories,1528152852
62,119141,bromance,1525555146
62,119141,comedy,1525555138
62,119141,funny,1525555129
62,119141,James Franco,1525555132
62,119141,Seth Rogen,1525555127
62,122912,comic book,1526029023
62,122912,Dr. Strange,1526029001
62,122912,Great villain,1526029025
62,122912,Guardians of the Galaxy,1526029015
62,122912,Marvel,1526028997
62,122912,MCU,1526028983
62,122912,Robert Downey Jr.,1526028991
62,122912,Thanos,1526028985
62,122912,Thor,1526029010
62,122912,Visually stunning,1526028994
62,128360,characters,1526078910
62,128360,Dialogue,1526078902
62,128360,humor,1526078901
62,128360,Kurt Russell,1526078886
62,128360,Quentin Tarantino,1526078877
62,128360,Samuel L. Jackson,1526078883
62,128360,tension building,1526078880
62,128360,violent,1526078912
62,128360,Western,1526078899
62,135133,dystopia,1525637480
62,135133,Jennifer Lawrence,1525637484
62,135133,love story,1525637487
62,135133,nonsense,1525637488
62,135133,politics,1525637499
62,135133,rebellion,1525637483
62,135133,revolution,1525637481
62,135518,Ben Kingsley,1530471365
62,135518,ethics,1530471346
62,135518,immortality,1530471343
62,135518,ryan reynolds,1530471352
62,135536,Bad story,1525555090
62,135536,Bad writing,1525555084
62,135536,Batman,1525555077
62,135536,Ben Affleck,1525555106
62,135536,comic book,1525555092
62,135536,dc comics,1525555080
62,135536,good soundtrack,1525555089
62,135536,Harley Quinn,1525555079
62,135536,Harley Quinn's ass,1525555094
62,135536,Horrible directing,1525555099
62,135536,Jared Leto,1525555072
62,135536,Joker,1525555074
62,135536,lack of plot,1525555069
62,135536,Margot Robbie,1525555073
62,135536,Poor story,1525555087
62,135536,poorly paced,1525555083
62,135536,superhero,1525555103
62,135536,visually appealing,1525555109
62,135536,Will Smith,1525555076
62,136864,action,1525555242
62,136864,batman,1525555211
62,136864,ben affleck,1525555223
62,136864,dark,1525555227
62,136864,dc comics,1525555225
62,136864,Gal Gadot,1525555240
62,136864,superhero,1525555243
62,136864,superman,1525555213
62,136864,wonderwoman,1525555233
62,139385,leonardo DiCarpio,1526079025
62,139385,survival,1526079019
62,139385,tom hardy,1526079029
62,139385,visually appealing,1526079038
62,158966,building a family,1526076353
62,158966,creative,1526076341
62,158966,freedom,1526076339
62,158966,good writing,1526076350
62,158966,individualism,1526076344
62,158966,Viggo Mortensen,1526076342
